book,src_iso,trg_iso,num_refs,references,sent_len,scorer,score
ALL,hin,pan,0,,7279,BLEU,25.07/58.03/31.58/18.75/11.62/0.997/185754/186244
ALL,hin,pan,0,,7279,CHRF3,50.11
ALL,hin,pan,0,,7279,WER,45.34
ALL,hin,pan,0,,7279,TER,59.58
ALL,hin,pan,0,,7279,spBLEU,31.74
MAT,hin,pan,0,,1071,BLEU,36.88/66.78/43.16/30.04/21.36/1.000/26034/25487
MAT,hin,pan,0,,1071,CHRF3,60.24
MAT,hin,pan,0,,1071,WER,35.78
MAT,hin,pan,0,,1071,TER,47.43
MAT,hin,pan,0,,1071,spBLEU,44.99
LUK,hin,pan,0,,1151,BLEU,28.74/60.02/35.28/22.19/14.51/1.000/28692/27828
LUK,hin,pan,0,,1151,CHRF3,53.17
LUK,hin,pan,0,,1151,WER,42.86
LUK,hin,pan,0,,1151,TER,55.49
LUK,hin,pan,0,,1151,spBLEU,36.40
JHN,hin,pan,0,,879,BLEU,15.28/54.18/24.16/11.75/5.75/0.886/21928/24583
JHN,hin,pan,0,,879,CHRF3,41.80
JHN,hin,pan,0,,879,WER,52.16
JHN,hin,pan,0,,879,TER,69.31
JHN,hin,pan,0,,879,spBLEU,21.81
ACT,hin,pan,0,,1006,BLEU,24.32/57.76/31.06/18.01/10.86/0.999/26682/26703
ACT,hin,pan,0,,1006,CHRF3,50.61
ACT,hin,pan,0,,1006,WER,45.69
ACT,hin,pan,0,,1006,TER,59.68
ACT,hin,pan,0,,1006,spBLEU,32.69
ROM,hin,pan,0,,433,BLEU,23.48/57.14/30.45/17.28/10.10/1.000/11031/10977
ROM,hin,pan,0,,433,CHRF3,48.93
ROM,hin,pan,0,,433,WER,45.90
ROM,hin,pan,0,,433,TER,60.28
ROM,hin,pan,0,,433,spBLEU,28.61
1CO,hin,pan,0,,437,BLEU,21.75/54.41/28.55/15.77/9.13/1.000/10551/10224
1CO,hin,pan,0,,437,CHRF3,48.22
1CO,hin,pan,0,,437,WER,47.40
