book,src_iso,trg_iso,num_refs,references,sent_len,scorer,score
ALL,hui,kyc,0,,3099,BLEU,4.02/29.10/6.55/1.98/0.69/1.000/109187/93155
ALL,hui,kyc,0,,3099,CHRF3,41.78
ALL,hui,kyc,0,,3099,WER,81.71
ALL,hui,kyc,0,,3099,TER,107.65
ALL,hui,kyc,0,,3099,spBLEU,10.60
ROM,hui,kyc,0,,425,BLEU,4.35/30.20/6.77/2.17/0.81/1.000/15303/13160
ROM,hui,kyc,0,,425,CHRF3,41.95
ROM,hui,kyc,0,,425,WER,81.03
ROM,hui,kyc,0,,425,TER,106.53
ROM,hui,kyc,0,,425,spBLEU,10.70
1CO,hui,kyc,0,,430,BLEU,2.85/27.98/5.67/1.34/0.31/1.000/14212/11706
1CO,hui,kyc,0,,430,CHRF3,40.74
1CO,hui,kyc,0,,430,WER,85.14
1CO,hui,kyc,0,,430,TER,111.20
1CO,hui,kyc,0,,430,spBLEU,9.35
2CO,hui,kyc,0,,251,BLEU,3.67/29.93/6.40/1.75/0.54/1.000/8669/7905
2CO,hui,kyc,0,,251,CHRF3,40.74
2CO,hui,kyc,0,,251,WER,76.71
2CO,hui,kyc,0,,251,TER,103.39
2CO,hui,kyc,0,,251,spBLEU,10.61
GAL,hui,kyc,0,,147,BLEU,4.72/30.45/7.35/2.31/0.96/1.000/4920/4242
GAL,hui,kyc,0,,147,CHRF3,42.37
GAL,hui,kyc,0,,147,WER,78.58
GAL,hui,kyc,0,,147,TER,105.34
GAL,hui,kyc,0,,147,spBLEU,10.96
EPH,hui,kyc,0,,150,BLEU,4.83/27.68/7.66/2.56/1.01/1.000/4719/3666
EPH,hui,kyc,0,,150,CHRF3,43.32
EPH,hui,kyc,0,,150,WER,85.28
EPH,hui,kyc,0,,150,TER,114.44
EPH,hui,kyc,0,,150,spBLEU,11.87
PHP,hui,kyc,0,,102,BLEU,4.24/31.89/7.69/2.16/0.61/1.000/3264/2970
PHP,hui,kyc,0,,102,CHRF3,42.03
PHP,hui,kyc,0,,102,WER,77.73
PHP,hui,kyc,0,,102,TER,102.80
PHP,hui,kyc,0,,102,spBLEU,11.62
COL,hui,kyc,0,,92,BLEU,3.53/26.67/6.25/1.80/0.52/1.000/3180/2423
