book,src_iso,trg_iso,num_refs,references,sent_len,scorer,score
ALL,grc,cwe,0,,835,BLEU,17.96/49.26/23.36/12.68/7.13/1.000/23034/21554
ALL,grc,cwe,0,,835,CHRF3,51.18
ALL,grc,cwe,0,,835,WER,54.82
ALL,grc,cwe,0,,835,TER,78.20
ALL,grc,cwe,0,,835,spBLEU,25.95
ROM,grc,cwe,0,,430,BLEU,16.00/47.64/21.01/10.95/5.99/1.000/10563/9805
ROM,grc,cwe,0,,430,CHRF3,50.72
ROM,grc,cwe,0,,430,WER,57.29
ROM,grc,cwe,0,,430,TER,83.08
ROM,grc,cwe,0,,430,spBLEU,24.77
REV,grc,cwe,0,,405,BLEU,19.55/50.63/25.33/14.13/8.07/1.000/12471/11749
REV,grc,cwe,0,,405,CHRF3,51.60
REV,grc,cwe,0,,405,WER,52.20
REV,grc,cwe,0,,405,TER,74.21
REV,grc,cwe,0,,405,spBLEU,27.00
